Nº;RED;NIVEL;IPRESS;MES;AÑO;INDICADOR;SUB INDICADOR;NUMERADOR;DENOMINADOR
20047;RED DE SALUD HUAYLAS SUR;II-1;H.A. CARHUAZ;ENERO;2024;C. INDICADORES DE CALIDAD;16 Porcentaje de Infecciones Intrahospitalarias.;0;78
20048;RED DE SALUD HUAYLAS SUR;II-1;H.A. CARHUAZ;FEBRERO;2024;C. INDICADORES DE CALIDAD;16 Porcentaje de Infecciones Intrahospitalarias.;0;76
20049;RED DE SALUD HUAYLAS SUR;II-1;H.A. CARHUAZ;MARZO;2024;C. INDICADORES DE CALIDAD;16 Porcentaje de Infecciones Intrahospitalarias.;0;0
20050;RED DE SALUD HUAYLAS NORTE;II-1;H.A. YUNGAY;ENERO;2024;C. INDICADORES DE CALIDAD;16 Porcentaje de Infecciones Intrahospitalarias.;0;68
20051;RED DE SALUD HUAYLAS NORTE;II-1;H.A. YUNGAY;FEBRERO;2024;C. INDICADORES DE CALIDAD;16 Porcentaje de Infecciones Intrahospitalarias.;0;56
20052;RED DE SALUD HUAYLAS NORTE;II-1;H.A. YUNGAY;MARZO;2024;C. INDICADORES DE CALIDAD;16 Porcentaje de Infecciones Intrahospitalarias.;0;0
20053;RED DE SALUD HUAYLAS NORTE;II-1;H.A. CARAZ;ENERO;2024;C. INDICADORES DE CALIDAD;16 Porcentaje de Infecciones Intrahospitalarias.;0;138
20054;RED DE SALUD HUAYLAS NORTE;II-1;H.A. CARAZ;FEBRERO;2024;C. INDICADORES DE CALIDAD;16 Porcentaje de Infecciones Intrahospitalarias.;0;126
20055;RED DE SALUD HUAYLAS NORTE;II-1;H.A. CARAZ;MARZO;2024;C. INDICADORES DE CALIDAD;16 Porcentaje de Infecciones Intrahospitalarias.;0;0
20056;RED DE SALUD PACIFICO SUR;II-1;H.A. HUARMEY;ENERO;2024;C. INDICADORES DE CALIDAD;16 Porcentaje de Infecciones Intrahospitalarias.;0;79
20057;RED DE SALUD PACIFICO SUR;II-1;H.A. HUARMEY;FEBRERO;2024;C. INDICADORES DE CALIDAD;16 Porcentaje de Infecciones Intrahospitalarias.;0;121
20058;RED DE SALUD PACIFICO SUR;II-1;H.A. HUARMEY;MARZO;2024;C. INDICADORES DE CALIDAD;16 Porcentaje de Infecciones Intrahospitalarias.;0;0
20059;RED DE SALUD PACIFICO SUR;II-1;H.A. CASMA;ENERO;2024;C. INDICADORES DE CALIDAD;16 Porcentaje de Infecciones Intrahospitalarias.;0;190
20060;RED DE SALUD PACIFICO SUR;II-1;H.A. CASMA;FEBRERO;2024;C. INDICADORES DE CALIDAD;16 Porcentaje de Infecciones Intrahospitalarias.;0;186
20061;RED DE SALUD PACIFICO SUR;II-1;H.A. CASMA;MARZO;2024;C. INDICADORES DE CALIDAD;16 Porcentaje de Infecciones Intrahospitalarias.;0;0
20062;H. REF. ELEAZAR GUZMAN BARRON;II-2;H. REF. ELEAZAR GUZMAN BARRON;ENERO;2024;C. INDICADORES DE CALIDAD;16 Porcentaje de Infecciones Intrahospitalarias.;1;630
20063;H. REF. ELEAZAR GUZMAN BARRON;II-2;H. REF. ELEAZAR GUZMAN BARRON;FEBRERO;2024;C. INDICADORES DE CALIDAD;16 Porcentaje de Infecciones Intrahospitalarias.;1;704
20064;H. REF. ELEAZAR GUZMAN BARRON;II-2;H. REF. ELEAZAR GUZMAN BARRON;MARZO;2024;C. INDICADORES DE CALIDAD;16 Porcentaje de Infecciones Intrahospitalarias.;0;0
20065;H REF LA CALETA;II-2;H REF LA CALETA;ENERO;2024;C. INDICADORES DE CALIDAD;16 Porcentaje de Infecciones Intrahospitalarias.;1;368
20066;H REF LA CALETA;II-2;H REF LA CALETA;FEBRERO;2024;C. INDICADORES DE CALIDAD;16 Porcentaje de Infecciones Intrahospitalarias.;0;425
20067;H REF LA CALETA;II-2;H REF LA CALETA;MARZO;2024;C. INDICADORES DE CALIDAD;16 Porcentaje de Infecciones Intrahospitalarias.;0;0
20068;RED DE SALUD CONCHUCOS SUR;II-1;H.A. HUARI;ENERO;2024;C. INDICADORES DE CALIDAD;16 Porcentaje de Infecciones Intrahospitalarias.;0;89
20069;RED DE SALUD CONCHUCOS SUR;II-1;H.A. HUARI;FEBRERO;2024;C. INDICADORES DE CALIDAD;16 Porcentaje de Infecciones Intrahospitalarias.;0;86
20070;RED DE SALUD CONCHUCOS SUR;II-1;H.A. HUARI;MARZO;2024;C. INDICADORES DE CALIDAD;16 Porcentaje de Infecciones Intrahospitalarias.;0;0
20071;RED DE SALUD CONCHUCOS NORTE;II-1;H.A. POMABAMBA;ENERO;2024;C. INDICADORES DE CALIDAD;16 Porcentaje de Infecciones Intrahospitalarias.;0;93
20072;RED DE SALUD CONCHUCOS NORTE;II-1;H.A. POMABAMBA;FEBRERO;2024;C. INDICADORES DE CALIDAD;16 Porcentaje de Infecciones Intrahospitalarias.;0;86
20073;RED DE SALUD CONCHUCOS NORTE;II-1;H.A. POMABAMBA;MARZO;2024;C. INDICADORES DE CALIDAD;16 Porcentaje de Infecciones Intrahospitalarias.;0;0
20074;RED DE SALUD CONCHUCOS NORTE;II-1;H.A. SIHUAS;ENERO;2024;C. INDICADORES DE CALIDAD;16 Porcentaje de Infecciones Intrahospitalarias.;0;50
20075;RED DE SALUD CONCHUCOS NORTE;II-1;H.A. SIHUAS;FEBRERO;2024;C. INDICADORES DE CALIDAD;16 Porcentaje de Infecciones Intrahospitalarias.;0;0
20076;RED DE SALUD CONCHUCOS NORTE;II-1;H.A. SIHUAS;MARZO;2024;C. INDICADORES DE CALIDAD;16 Porcentaje de Infecciones Intrahospitalarias.;0;0
20077;RED DE SALUD HUAYLAS SUR;II-1;H.A. RECUAY;ENERO;2024;C. INDICADORES DE CALIDAD;17  Tasa Neta de Mortalidad ;0;28
20078;RED DE SALUD HUAYLAS SUR;II-1;H.A. RECUAY;FEBRERO;2024;C. INDICADORES DE CALIDAD;17  Tasa Neta de Mortalidad ;0;25
20079;RED DE SALUD HUAYLAS SUR;II-1;H.A. RECUAY;MARZO;2024;C. INDICADORES DE CALIDAD;17  Tasa Neta de Mortalidad ;0;0
20080;H.REF VICTOR RAMOS GUARDIA;II-2;H.REF VICTOR RAMOS GUARDIA;ENERO;2024;C. INDICADORES DE CALIDAD;17  Tasa Neta de Mortalidad ;10;673
20081;H.REF VICTOR RAMOS GUARDIA;II-2;H.REF VICTOR RAMOS GUARDIA;FEBRERO;2024;C. INDICADORES DE CALIDAD;17  Tasa Neta de Mortalidad ;9;709
20082;H.REF VICTOR RAMOS GUARDIA;II-2;H.REF VICTOR RAMOS GUARDIA;MARZO;2024;C. INDICADORES DE CALIDAD;17  Tasa Neta de Mortalidad ;0;0
20083;RED DE SALUD HUAYLAS SUR;II-1;H.A. CARHUAZ;ENERO;2024;C. INDICADORES DE CALIDAD;17  Tasa Neta de Mortalidad ;1;78
20084;RED DE SALUD HUAYLAS SUR;II-1;H.A. CARHUAZ;FEBRERO;2024;C. INDICADORES DE CALIDAD;17  Tasa Neta de Mortalidad ;0;76
20085;RED DE SALUD HUAYLAS SUR;II-1;H.A. CARHUAZ;MARZO;2024;C. INDICADORES DE CALIDAD;17  Tasa Neta de Mortalidad ;0;0
20086;RED DE SALUD HUAYLAS NORTE;II-1;H.A. YUNGAY;ENERO;2024;C. INDICADORES DE CALIDAD;17  Tasa Neta de Mortalidad ;0;68
20087;RED DE SALUD HUAYLAS NORTE;II-1;H.A. YUNGAY;FEBRERO;2024;C. INDICADORES DE CALIDAD;17  Tasa Neta de Mortalidad ;0;56
20088;RED DE SALUD HUAYLAS NORTE;II-1;H.A. YUNGAY;MARZO;2024;C. INDICADORES DE CALIDAD;17  Tasa Neta de Mortalidad ;0;0
20089;RED DE SALUD HUAYLAS NORTE;II-1;H.A. CARAZ;ENERO;2024;C. INDICADORES DE CALIDAD;17  Tasa Neta de Mortalidad ;2;138
20090;RED DE SALUD HUAYLAS NORTE;II-1;H.A. CARAZ;FEBRERO;2024;C. INDICADORES DE CALIDAD;17  Tasa Neta de Mortalidad ;1;126
20091;RED DE SALUD HUAYLAS NORTE;II-1;H.A. CARAZ;MARZO;2024;C. INDICADORES DE CALIDAD;17  Tasa Neta de Mortalidad ;0;0
20092;RED DE SALUD PACIFICO SUR;II-1;H.A. HUARMEY;ENERO;2024;C. INDICADORES DE CALIDAD;17  Tasa Neta de Mortalidad ;1;79
20093;RED DE SALUD PACIFICO SUR;II-1;H.A. HUARMEY;FEBRERO;2024;C. INDICADORES DE CALIDAD;17  Tasa Neta de Mortalidad ;1;121
20094;RED DE SALUD PACIFICO SUR;II-1;H.A. HUARMEY;MARZO;2024;C. INDICADORES DE CALIDAD;17  Tasa Neta de Mortalidad ;0;0
20095;RED DE SALUD PACIFICO SUR;II-1;H.A. CASMA;ENERO;2024;C. INDICADORES DE CALIDAD;17  Tasa Neta de Mortalidad ;1;190
20096;RED DE SALUD PACIFICO SUR;II-1;H.A. CASMA;FEBRERO;2024;C. INDICADORES DE CALIDAD;17  Tasa Neta de Mortalidad ;2;186
20097;RED DE SALUD PACIFICO SUR;II-1;H.A. CASMA;MARZO;2024;C. INDICADORES DE CALIDAD;17  Tasa Neta de Mortalidad ;0;0
20098;H. REF. ELEAZAR GUZMAN BARRON;II-2;H. REF. ELEAZAR GUZMAN BARRON;ENERO;2024;C. INDICADORES DE CALIDAD;17  Tasa Neta de Mortalidad ;15;630
20099;H. REF. ELEAZAR GUZMAN BARRON;II-2;H. REF. ELEAZAR GUZMAN BARRON;FEBRERO;2024;C. INDICADORES DE CALIDAD;17  Tasa Neta de Mortalidad ;10;704
20100;H. REF. ELEAZAR GUZMAN BARRON;II-2;H. REF. ELEAZAR GUZMAN BARRON;MARZO;2024;C. INDICADORES DE CALIDAD;17  Tasa Neta de Mortalidad ;0;0
20101;H REF LA CALETA;II-2;H REF LA CALETA;ENERO;2024;C. INDICADORES DE CALIDAD;17  Tasa Neta de Mortalidad ;8;368
20102;H REF LA CALETA;II-2;H REF LA CALETA;FEBRERO;2024;C. INDICADORES DE CALIDAD;17  Tasa Neta de Mortalidad ;12;425
20103;H REF LA CALETA;II-2;H REF LA CALETA;MARZO;2024;C. INDICADORES DE CALIDAD;17  Tasa Neta de Mortalidad ;0;0
20104;RED DE SALUD CONCHUCOS SUR;II-1;H.A. HUARI;ENERO;2024;C. INDICADORES DE CALIDAD;17  Tasa Neta de Mortalidad ;0;89
20105;RED DE SALUD CONCHUCOS SUR;II-1;H.A. HUARI;FEBRERO;2024;C. INDICADORES DE CALIDAD;17  Tasa Neta de Mortalidad ;0;86
20106;RED DE SALUD CONCHUCOS SUR;II-1;H.A. HUARI;MARZO;2024;C. INDICADORES DE CALIDAD;17  Tasa Neta de Mortalidad ;0;0
20107;RED DE SALUD CONCHUCOS NORTE;II-1;H.A. POMABAMBA;ENERO;2024;C. INDICADORES DE CALIDAD;17  Tasa Neta de Mortalidad ;0;93
20108;RED DE SALUD CONCHUCOS NORTE;II-1;H.A. POMABAMBA;FEBRERO;2024;C. INDICADORES DE CALIDAD;17  Tasa Neta de Mortalidad ;0;86
20109;RED DE SALUD CONCHUCOS NORTE;II-1;H.A. POMABAMBA;MARZO;2024;C. INDICADORES DE CALIDAD;17  Tasa Neta de Mortalidad ;0;0
20110;RED DE SALUD CONCHUCOS NORTE;II-1;H.A. SIHUAS;ENERO;2024;C. INDICADORES DE CALIDAD;17  Tasa Neta de Mortalidad ;0;50
20111;RED DE SALUD CONCHUCOS NORTE;II-1;H.A. SIHUAS;FEBRERO;2024;C. INDICADORES DE CALIDAD;17  Tasa Neta de Mortalidad ;0;0
20112;RED DE SALUD CONCHUCOS NORTE;II-1;H.A. SIHUAS;MARZO;2024;C. INDICADORES DE CALIDAD;17  Tasa Neta de Mortalidad ;0;0
20113;RED DE SALUD HUAYLAS SUR;II-1;H.A. RECUAY;ENERO;2024;C. INDICADORES DE CALIDAD;18  Tasa de Cesárea;0;12
20114;RED DE SALUD HUAYLAS SUR;II-1;H.A. RECUAY;FEBRERO;2024;C. INDICADORES DE CALIDAD;18  Tasa de Cesárea;0;10
20115;RED DE SALUD HUAYLAS SUR;II-1;H.A. RECUAY;MARZO;2024;C. INDICADORES DE CALIDAD;18  Tasa de Cesárea;0;0
20116;H.REF VICTOR RAMOS GUARDIA;II-2;H.REF VICTOR RAMOS GUARDIA;ENERO;2024;C. INDICADORES DE CALIDAD;18  Tasa de Cesárea;74;183
20117;H.REF VICTOR RAMOS GUARDIA;II-2;H.REF VICTOR RAMOS GUARDIA;FEBRERO;2024;C. INDICADORES DE CALIDAD;18  Tasa de Cesárea;114;217
20118;H.REF VICTOR RAMOS GUARDIA;II-2;H.REF VICTOR RAMOS GUARDIA;MARZO;2024;C. INDICADORES DE CALIDAD;18  Tasa de Cesárea;0;0
20119;RED DE SALUD HUAYLAS SUR;II-1;H.A. CARHUAZ;ENERO;2024;C. INDICADORES DE CALIDAD;18  Tasa de Cesárea;5;44
20120;RED DE SALUD HUAYLAS SUR;II-1;H.A. CARHUAZ;FEBRERO;2024;C. INDICADORES DE CALIDAD;18  Tasa de Cesárea;3;45
20121;RED DE SALUD HUAYLAS SUR;II-1;H.A. CARHUAZ;MARZO;2024;C. INDICADORES DE CALIDAD;18  Tasa de Cesárea;0;0
20122;RED DE SALUD HUAYLAS NORTE;II-1;H.A. YUNGAY;ENERO;2024;C. INDICADORES DE CALIDAD;18  Tasa de Cesárea;0;0
20123;RED DE SALUD HUAYLAS NORTE;II-1;H.A. YUNGAY;FEBRERO;2024;C. INDICADORES DE CALIDAD;18  Tasa de Cesárea;0;0
20124;RED DE SALUD HUAYLAS NORTE;II-1;H.A. YUNGAY;MARZO;2024;C. INDICADORES DE CALIDAD;18  Tasa de Cesárea;0;0
20125;RED DE SALUD HUAYLAS NORTE;II-1;H.A. CARAZ;ENERO;2024;C. INDICADORES DE CALIDAD;18  Tasa de Cesárea;8;35
20126;RED DE SALUD HUAYLAS NORTE;II-1;H.A. CARAZ;FEBRERO;2024;C. INDICADORES DE CALIDAD;18  Tasa de Cesárea;22;39
20127;RED DE SALUD HUAYLAS NORTE;II-1;H.A. CARAZ;MARZO;2024;C. INDICADORES DE CALIDAD;18  Tasa de Cesárea;0;0
20128;RED DE SALUD PACIFICO SUR;II-1;H.A. HUARMEY;ENERO;2024;C. INDICADORES DE CALIDAD;18  Tasa de Cesárea;9;17
20129;RED DE SALUD PACIFICO SUR;II-1;H.A. HUARMEY;FEBRERO;2024;C. INDICADORES DE CALIDAD;18  Tasa de Cesárea;12;25
20130;RED DE SALUD PACIFICO SUR;II-1;H.A. HUARMEY;MARZO;2024;C. INDICADORES DE CALIDAD;18  Tasa de Cesárea;0;0
20131;RED DE SALUD PACIFICO SUR;II-1;H.A. CASMA;ENERO;2024;C. INDICADORES DE CALIDAD;18  Tasa de Cesárea;0;0
20132;RED DE SALUD PACIFICO SUR;II-1;H.A. CASMA;FEBRERO;2024;C. INDICADORES DE CALIDAD;18  Tasa de Cesárea;13;32
20133;RED DE SALUD PACIFICO SUR;II-1;H.A. CASMA;MARZO;2024;C. INDICADORES DE CALIDAD;18  Tasa de Cesárea;0;0
20134;H. REF. ELEAZAR GUZMAN BARRON;II-2;H. REF. ELEAZAR GUZMAN BARRON;ENERO;2024;C. INDICADORES DE CALIDAD;18  Tasa de Cesárea;73;142
20135;H. REF. ELEAZAR GUZMAN BARRON;II-2;H. REF. ELEAZAR GUZMAN BARRON;FEBRERO;2024;C. INDICADORES DE CALIDAD;18  Tasa de Cesárea;79;151
20136;H. REF. ELEAZAR GUZMAN BARRON;II-2;H. REF. ELEAZAR GUZMAN BARRON;MARZO;2024;C. INDICADORES DE CALIDAD;18  Tasa de Cesárea;0;0
20137;H REF LA CALETA;II-2;H REF LA CALETA;ENERO;2024;C. INDICADORES DE CALIDAD;18  Tasa de Cesárea;75;117
20138;H REF LA CALETA;II-2;H REF LA CALETA;FEBRERO;2024;C. INDICADORES DE CALIDAD;18  Tasa de Cesárea;52;117
20139;H REF LA CALETA;II-2;H REF LA CALETA;MARZO;2024;C. INDICADORES DE CALIDAD;18  Tasa de Cesárea;0;0
20140;RED DE SALUD CONCHUCOS SUR;II-1;H.A. HUARI;ENERO;2024;C. INDICADORES DE CALIDAD;18  Tasa de Cesárea;14;39
20141;RED DE SALUD CONCHUCOS SUR;II-1;H.A. HUARI;FEBRERO;2024;C. INDICADORES DE CALIDAD;18  Tasa de Cesárea;7;23
20142;RED DE SALUD CONCHUCOS SUR;II-1;H.A. HUARI;MARZO;2024;C. INDICADORES DE CALIDAD;18  Tasa de Cesárea;0;0
20143;RED DE SALUD CONCHUCOS NORTE;II-1;H.A. POMABAMBA;ENERO;2024;C. INDICADORES DE CALIDAD;18  Tasa de Cesárea;6;37
20144;RED DE SALUD CONCHUCOS NORTE;II-1;H.A. POMABAMBA;FEBRERO;2024;C. INDICADORES DE CALIDAD;18  Tasa de Cesárea;8;33
20145;RED DE SALUD CONCHUCOS NORTE;II-1;H.A. POMABAMBA;MARZO;2024;C. INDICADORES DE CALIDAD;18  Tasa de Cesárea;0;0
20146;RED DE SALUD CONCHUCOS NORTE;II-1;H.A. SIHUAS;ENERO;2024;C. INDICADORES DE CALIDAD;18  Tasa de Cesárea;7;21
20147;RED DE SALUD CONCHUCOS NORTE;II-1;H.A. SIHUAS;FEBRERO;2024;C. INDICADORES DE CALIDAD;18  Tasa de Cesárea;0;0
20148;RED DE SALUD CONCHUCOS NORTE;II-1;H.A. SIHUAS;MARZO;2024;C. INDICADORES DE CALIDAD;18  Tasa de Cesárea;0;0
20149;RED DE SALUD HUAYLAS SUR;II-1;H.A. RECUAY;ENERO;2024;C. INDICADORES DE CALIDAD;19  Tasa de Mortalidad Perinatal;0;12
20150;RED DE SALUD HUAYLAS SUR;II-1;H.A. RECUAY;FEBRERO;2024;C. INDICADORES DE CALIDAD;19  Tasa de Mortalidad Perinatal;0;10
20151;RED DE SALUD HUAYLAS SUR;II-1;H.A. RECUAY;MARZO;2024;C. INDICADORES DE CALIDAD;19  Tasa de Mortalidad Perinatal;0;0
20152;H.REF VICTOR RAMOS GUARDIA;II-2;H.REF VICTOR RAMOS GUARDIA;ENERO;2024;C. INDICADORES DE CALIDAD;19  Tasa de Mortalidad Perinatal;10;184
20153;H.REF VICTOR RAMOS GUARDIA;II-2;H.REF VICTOR RAMOS GUARDIA;FEBRERO;2024;C. INDICADORES DE CALIDAD;19  Tasa de Mortalidad Perinatal;8;220
20154;H.REF VICTOR RAMOS GUARDIA;II-2;H.REF VICTOR RAMOS GUARDIA;MARZO;2024;C. INDICADORES DE CALIDAD;19  Tasa de Mortalidad Perinatal;0;0
20155;RED DE SALUD HUAYLAS SUR;II-1;H.A. CARHUAZ;ENERO;2024;C. INDICADORES DE CALIDAD;19  Tasa de Mortalidad Perinatal;0;45
20156;RED DE SALUD HUAYLAS SUR;II-1;H.A. CARHUAZ;FEBRERO;2024;C. INDICADORES DE CALIDAD;19  Tasa de Mortalidad Perinatal;1;45
20157;RED DE SALUD HUAYLAS SUR;II-1;H.A. CARHUAZ;MARZO;2024;C. INDICADORES DE CALIDAD;19  Tasa de Mortalidad Perinatal;0;0
20158;RED DE SALUD HUAYLAS NORTE;II-1;H.A. YUNGAY;ENERO;2024;C. INDICADORES DE CALIDAD;19  Tasa de Mortalidad Perinatal;1;17
20159;RED DE SALUD HUAYLAS NORTE;II-1;H.A. YUNGAY;FEBRERO;2024;C. INDICADORES DE CALIDAD;19  Tasa de Mortalidad Perinatal;0;17
20160;RED DE SALUD HUAYLAS NORTE;II-1;H.A. YUNGAY;MARZO;2024;C. INDICADORES DE CALIDAD;19  Tasa de Mortalidad Perinatal;0;0
20161;RED DE SALUD HUAYLAS NORTE;II-1;H.A. CARAZ;ENERO;2024;C. INDICADORES DE CALIDAD;19  Tasa de Mortalidad Perinatal;0;43
20162;RED DE SALUD HUAYLAS NORTE;II-1;H.A. CARAZ;FEBRERO;2024;C. INDICADORES DE CALIDAD;19  Tasa de Mortalidad Perinatal;0;61
20163;RED DE SALUD HUAYLAS NORTE;II-1;H.A. CARAZ;MARZO;2024;C. INDICADORES DE CALIDAD;19  Tasa de Mortalidad Perinatal;0;0
20164;RED DE SALUD PACIFICO SUR;II-1;H.A. HUARMEY;ENERO;2024;C. INDICADORES DE CALIDAD;19  Tasa de Mortalidad Perinatal;0;17
20165;RED DE SALUD PACIFICO SUR;II-1;H.A. HUARMEY;FEBRERO;2024;C. INDICADORES DE CALIDAD;19  Tasa de Mortalidad Perinatal;0;25
20166;RED DE SALUD PACIFICO SUR;II-1;H.A. HUARMEY;MARZO;2024;C. INDICADORES DE CALIDAD;19  Tasa de Mortalidad Perinatal;0;0
20167;RED DE SALUD PACIFICO SUR;II-1;H.A. CASMA;ENERO;2024;C. INDICADORES DE CALIDAD;19  Tasa de Mortalidad Perinatal;0;0
20168;RED DE SALUD PACIFICO SUR;II-1;H.A. CASMA;FEBRERO;2024;C. INDICADORES DE CALIDAD;19  Tasa de Mortalidad Perinatal;0;0
20169;RED DE SALUD PACIFICO SUR;II-1;H.A. CASMA;MARZO;2024;C. INDICADORES DE CALIDAD;19  Tasa de Mortalidad Perinatal;0;0
20170;H. REF. ELEAZAR GUZMAN BARRON;II-2;H. REF. ELEAZAR GUZMAN BARRON;ENERO;2024;C. INDICADORES DE CALIDAD;19  Tasa de Mortalidad Perinatal;1;146
20171;H. REF. ELEAZAR GUZMAN BARRON;II-2;H. REF. ELEAZAR GUZMAN BARRON;FEBRERO;2024;C. INDICADORES DE CALIDAD;19  Tasa de Mortalidad Perinatal;0;151
20172;H. REF. ELEAZAR GUZMAN BARRON;II-2;H. REF. ELEAZAR GUZMAN BARRON;MARZO;2024;C. INDICADORES DE CALIDAD;19  Tasa de Mortalidad Perinatal;0;0
20173;H REF LA CALETA;II-2;H REF LA CALETA;ENERO;2024;C. INDICADORES DE CALIDAD;19  Tasa de Mortalidad Perinatal;1;118
20174;H REF LA CALETA;II-2;H REF LA CALETA;FEBRERO;2024;C. INDICADORES DE CALIDAD;19  Tasa de Mortalidad Perinatal;2;118
20175;H REF LA CALETA;II-2;H REF LA CALETA;MARZO;2024;C. INDICADORES DE CALIDAD;19  Tasa de Mortalidad Perinatal;0;0
20176;RED DE SALUD CONCHUCOS SUR;II-1;H.A. HUARI;ENERO;2024;C. INDICADORES DE CALIDAD;19  Tasa de Mortalidad Perinatal;1;39
20177;RED DE SALUD CONCHUCOS SUR;II-1;H.A. HUARI;FEBRERO;2024;C. INDICADORES DE CALIDAD;19  Tasa de Mortalidad Perinatal;0;23
20178;RED DE SALUD CONCHUCOS SUR;II-1;H.A. HUARI;MARZO;2024;C. INDICADORES DE CALIDAD;19  Tasa de Mortalidad Perinatal;0;0
20179;RED DE SALUD CONCHUCOS NORTE;II-1;H.A. POMABAMBA;ENERO;2024;C. INDICADORES DE CALIDAD;19  Tasa de Mortalidad Perinatal;1;38
20180;RED DE SALUD CONCHUCOS NORTE;II-1;H.A. POMABAMBA;FEBRERO;2024;C. INDICADORES DE CALIDAD;19  Tasa de Mortalidad Perinatal;0;33
20181;RED DE SALUD CONCHUCOS NORTE;II-1;H.A. POMABAMBA;MARZO;2024;C. INDICADORES DE CALIDAD;19  Tasa de Mortalidad Perinatal;0;0
20182;RED DE SALUD CONCHUCOS NORTE;II-1;H.A. SIHUAS;ENERO;2024;C. INDICADORES DE CALIDAD;19  Tasa de Mortalidad Perinatal;0;21
20183;RED DE SALUD CONCHUCOS NORTE;II-1;H.A. SIHUAS;FEBRERO;2024;C. INDICADORES DE CALIDAD;19  Tasa de Mortalidad Perinatal;0;0
20184;RED DE SALUD CONCHUCOS NORTE;II-1;H.A. SIHUAS;MARZO;2024;C. INDICADORES DE CALIDAD;19  Tasa de Mortalidad Perinatal;0;0
20185;RED DE SALUD HUAYLAS SUR;II-1;H.A. RECUAY;ENERO;2024;C. INDICADORES DE CALIDAD;20  Mortalidad Neonatal Precoz;0;12
20186;RED DE SALUD HUAYLAS SUR;II-1;H.A. RECUAY;FEBRERO;2024;C. INDICADORES DE CALIDAD;20  Mortalidad Neonatal Precoz;0;10
20187;RED DE SALUD HUAYLAS SUR;II-1;H.A. RECUAY;MARZO;2024;C. INDICADORES DE CALIDAD;20  Mortalidad Neonatal Precoz;0;0
20188;H.REF VICTOR RAMOS GUARDIA;II-2;H.REF VICTOR RAMOS GUARDIA;ENERO;2024;C. INDICADORES DE CALIDAD;20  Mortalidad Neonatal Precoz;2;177
20189;H.REF VICTOR RAMOS GUARDIA;II-2;H.REF VICTOR RAMOS GUARDIA;FEBRERO;2024;C. INDICADORES DE CALIDAD;20  Mortalidad Neonatal Precoz;2;214
20190;H.REF VICTOR RAMOS GUARDIA;II-2;H.REF VICTOR RAMOS GUARDIA;MARZO;2024;C. INDICADORES DE CALIDAD;20  Mortalidad Neonatal Precoz;0;0
20191;RED DE SALUD HUAYLAS SUR;II-1;H.A. CARHUAZ;ENERO;2024;C. INDICADORES DE CALIDAD;20  Mortalidad Neonatal Precoz;0;45
20192;RED DE SALUD HUAYLAS SUR;II-1;H.A. CARHUAZ;FEBRERO;2024;C. INDICADORES DE CALIDAD;20  Mortalidad Neonatal Precoz;0;45
20193;RED DE SALUD HUAYLAS SUR;II-1;H.A. CARHUAZ;MARZO;2024;C. INDICADORES DE CALIDAD;20  Mortalidad Neonatal Precoz;0;0
20194;RED DE SALUD HUAYLAS NORTE;II-1;H.A. YUNGAY;ENERO;2024;C. INDICADORES DE CALIDAD;20  Mortalidad Neonatal Precoz;0;17
20195;RED DE SALUD HUAYLAS NORTE;II-1;H.A. YUNGAY;FEBRERO;2024;C. INDICADORES DE CALIDAD;20  Mortalidad Neonatal Precoz;0;17
20196;RED DE SALUD HUAYLAS NORTE;II-1;H.A. YUNGAY;MARZO;2024;C. INDICADORES DE CALIDAD;20  Mortalidad Neonatal Precoz;0;0
20197;RED DE SALUD HUAYLAS NORTE;II-1;H.A. CARAZ;ENERO;2024;C. INDICADORES DE CALIDAD;20  Mortalidad Neonatal Precoz;0;43
20198;RED DE SALUD HUAYLAS NORTE;II-1;H.A. CARAZ;FEBRERO;2024;C. INDICADORES DE CALIDAD;20  Mortalidad Neonatal Precoz;0;61
20199;RED DE SALUD HUAYLAS NORTE;II-1;H.A. CARAZ;MARZO;2024;C. INDICADORES DE CALIDAD;20  Mortalidad Neonatal Precoz;0;0
20200;RED DE SALUD PACIFICO SUR;II-1;H.A. HUARMEY;ENERO;2024;C. INDICADORES DE CALIDAD;20  Mortalidad Neonatal Precoz;0;17
20201;RED DE SALUD PACIFICO SUR;II-1;H.A. HUARMEY;FEBRERO;2024;C. INDICADORES DE CALIDAD;20  Mortalidad Neonatal Precoz;0;25
20202;RED DE SALUD PACIFICO SUR;II-1;H.A. HUARMEY;MARZO;2024;C. INDICADORES DE CALIDAD;20  Mortalidad Neonatal Precoz;0;0
20203;RED DE SALUD PACIFICO SUR;II-1;H.A. CASMA;ENERO;2024;C. INDICADORES DE CALIDAD;20  Mortalidad Neonatal Precoz;0;0
20204;RED DE SALUD PACIFICO SUR;II-1;H.A. CASMA;FEBRERO;2024;C. INDICADORES DE CALIDAD;20  Mortalidad Neonatal Precoz;0;0
20205;RED DE SALUD PACIFICO SUR;II-1;H.A. CASMA;MARZO;2024;C. INDICADORES DE CALIDAD;20  Mortalidad Neonatal Precoz;0;0
20206;H. REF. ELEAZAR GUZMAN BARRON;II-2;H. REF. ELEAZAR GUZMAN BARRON;ENERO;2024;C. INDICADORES DE CALIDAD;20  Mortalidad Neonatal Precoz;2;146
